731905.576755, z1
1.000000, x4j2727
1.000000, x3j2729
1.000000, x6j1827
1.000000, x5j1599
1.000000, x1j3360
1.000000, x0j826
1.000000, x2j1256
1.000000, u192
1.000000, u199
1.000000, u204
1.000000, u218
1.000000, u224
1.000000, u241
1.000000, u246
1.000000, u251
1.000000, u275
1.000000, u280
1.000000, u289
1.000000, u345
1.000000, u361
1.000000, u398
1.000000, u411
1.000000, u484
1.000000, u489
1.000000, u494
1.000000, u499
1.000000, u504
1.000000, u509
1.000000, u513
1.000000, u514
1.000000, u529
1.000000, u534
1.000000, u539
1.000000, u544
1.000000, u549
1.000000, u554
1.000000, u559
1.000000, u564
1.000000, u569
1.000000, u573
1.000000, u574
1.000000, u575
1.000000, u578
1.000000, u580
1.000000, u583
1.000000, u585
1.000000, u588
1.000000, u590
1.000000, u593
1.000000, u595
1.000000, u598
1.000000, u600
1.000000, u603
1.000000, u604
1.000000, u605
1.000000, u608
1.000000, u610
1.000000, u614
1.000000, u615
1.000000, u616
1.000000, u619
1.000000, u621
1.000000, u625
1.000000, u627
1.000000, u631
1.000000, u632
1.000000, u633
1.000000, u636
1.000000, u638
1.000000, u641
1.000000, u643
1.000000, u646
1.000000, u648
1.000000, u652
1.000000, u654
1.000000, u657
1.000000, u658
1.000000, u659
1.000000, u662
1.000000, u664
1.000000, u669
1.000000, u671
1.000000, u672
1.000000, u673
1.000000, u674
1.000000, u675
1.000000, u676
1.000000, u677
1.000000, u678
1.000000, u679
1.000000, u680
1.000000, u681
1.000000, u682
1.000000, u683
1.000000, u684
1.000000, u685
1.000000, u690
1.000000, u692
1.000000, u693
1.000000, u694
1.000000, u695
1.000000, u696
1.000000, u697
1.000000, u698
1.000000, u699
1.000000, u700
1.000000, u701
1.000000, u702
1.000000, u703
1.000000, u704
1.000000, u705
1.000000, u706
1.000000, u711
1.000000, u714
1.000000, u715
1.000000, u716
1.000000, u717
1.000000, u718
1.000000, u719
1.000000, u720
1.000000, u721
1.000000, u722
1.000000, u723
1.000000, u724
1.000000, u725
1.000000, u726
1.000000, u727
1.000000, u734
1.000000, u735
1.000000, u736
1.000000, u737
1.000000, u738
1.000000, u739
1.000000, u740
1.000000, u741
1.000000, u742
1.000000, u743
1.000000, u744
1.000000, u745
1.000000, u746
1.000000, u747
1.000000, u748
1.000000, u752
1.000000, u755
1.000000, u756
1.000000, u757
1.000000, u758
1.000000, u759
1.000000, u760
1.000000, u761
1.000000, u762
1.000000, u763
1.000000, u764
1.000000, u765
1.000000, u766
1.000000, u767
1.000000, u768
1.000000, u769
1.000000, u774
1.000000, u777
1.000000, u778
1.000000, u779
1.000000, u780
1.000000, u781
1.000000, u782
1.000000, u783
1.000000, u784
1.000000, u785
1.000000, u786
1.000000, u787
1.000000, u788
1.000000, u789
1.000000, u790
1.000000, u798
1.000000, u799
1.000000, u800
1.000000, u801
1.000000, u802
1.000000, u803
1.000000, u804
1.000000, u805
1.000000, u806
1.000000, u807
1.000000, u808
1.000000, u809
1.000000, u810
1.000000, u811
1.000000, u818
1.000000, u819
1.000000, u820
1.000000, u821
1.000000, u822
1.000000, u823
1.000000, u824
1.000000, u825
1.000000, u826
1.000000, u827
1.000000, u828
1.000000, u829
1.000000, u830
1.000000, u831
1.000000, u832
1.000000, u837
1.000000, u838
1.000000, u839
1.000000, u840
1.000000, u841
1.000000, u842
1.000000, u843
1.000000, u844
1.000000, u845
1.000000, u846
1.000000, u847
1.000000, u848
1.000000, u849
1.000000, u850
1.000000, u851
1.000000, u852
1.000000, u853
1.000000, u860
1.000000, u861
1.000000, u862
1.000000, u863
1.000000, u864
1.000000, u865
1.000000, u866
1.000000, u867
1.000000, u868
1.000000, u869
1.000000, u870
1.000000, u871
1.000000, u872
1.000000, u873
1.000000, u874
1.000000, u880
1.000000, u881
1.000000, u882
1.000000, u883
1.000000, u884
1.000000, u885
1.000000, u886
1.000000, u887
1.000000, u888
1.000000, u889
1.000000, u890
1.000000, u891
1.000000, u892
1.000000, u893
1.000000, u894
1.000000, u895
1.000000, u902
1.000000, u903
1.000000, u904
1.000000, u905
1.000000, u906
1.000000, u907
1.000000, u908
1.000000, u909
1.000000, u910
1.000000, u911
1.000000, u912
1.000000, u913
1.000000, u914
1.000000, u915
1.000000, u916
1.000000, u921
1.000000, u923
1.000000, u925
1.000000, u926
1.000000, u927
1.000000, u928
1.000000, u929
1.000000, u930
1.000000, u931
1.000000, u932
1.000000, u933
1.000000, u934
1.000000, u935
1.000000, u936
1.000000, u937
1.000000, u942
1.000000, u944
1.000000, u945
1.000000, u946
1.000000, u947
1.000000, u948
1.000000, u949
1.000000, u950
1.000000, u951
1.000000, u952
1.000000, u953
1.000000, u954
1.000000, u955
1.000000, u956
1.000000, u957
1.000000, u958
1.000000, u965
1.000000, u966
1.000000, u967
1.000000, u968
1.000000, u969
1.000000, u970
1.000000, u971
1.000000, u972
1.000000, u973
1.000000, u974
1.000000, u975
1.000000, u976
1.000000, u977
1.000000, u978
1.000000, u979
1.000000, u986
1.000000, u987
1.000000, u988
1.000000, u989
1.000000, u990
1.000000, u991
1.000000, u992
1.000000, u993
1.000000, u994
1.000000, u995
1.000000, u996
1.000000, u997
1.000000, u998
1.000000, u999
1.000000, u1000
1.000000, u1007
1.000000, u1008
1.000000, u1009
1.000000, u1010
1.000000, u1011
1.000000, u1012
1.000000, u1013
1.000000, u1014
1.000000, u1015
1.000000, u1016
1.000000, u1017
1.000000, u1018
1.000000, u1019
1.000000, u1020
1.000000, u1021
1.000000, u1026
1.000000, u1028
1.000000, u1029
1.000000, u1030
1.000000, u1031
1.000000, u1032
1.000000, u1033
1.000000, u1034
1.000000, u1035
1.000000, u1036
1.000000, u1037
1.000000, u1038
1.000000, u1039
1.000000, u1040
1.000000, u1041
1.000000, u1042
1.000000, u1049
1.000000, u1051
1.000000, u1052
1.000000, u1053
1.000000, u1054
1.000000, u1055
1.000000, u1056
1.000000, u1057
1.000000, u1058
1.000000, u1059
1.000000, u1060
1.000000, u1061
1.000000, u1062
1.000000, u1063
1.000000, u1067
1.000000, u1068
1.000000, u1069
1.000000, u1070
1.000000, u1071
1.000000, u1072
1.000000, u1073
1.000000, u1074
1.000000, u1075
1.000000, u1076
1.000000, u1077
1.000000, u1078
1.000000, u1079
1.000000, u1080
1.000000, u1081
1.000000, u1082
1.000000, u1083
1.000000, u1088
1.000000, u1089
1.000000, u1090
1.000000, u1091
1.000000, u1092
1.000000, u1093
1.000000, u1094
1.000000, u1095
1.000000, u1096
1.000000, u1097
1.000000, u1098
1.000000, u1099
1.000000, u1100
1.000000, u1101
1.000000, u1102
1.000000, u1103
1.000000, u1104
1.000000, u1105
1.000000, u1109
1.000000, u1110
1.000000, u1111
1.000000, u1112
1.000000, u1113
1.000000, u1114
1.000000, u1115
1.000000, u1116
1.000000, u1117
1.000000, u1118
1.000000, u1119
1.000000, u1120
1.000000, u1121
1.000000, u1122
1.000000, u1123
1.000000, u1124
1.000000, u1125
1.000000, u1126
1.000000, u1130
1.000000, u1131
1.000000, u1132
1.000000, u1133
1.000000, u1134
1.000000, u1136
1.000000, u1137
1.000000, u1138
1.000000, u1139
1.000000, u1140
1.000000, u1141
1.000000, u1142
1.000000, u1144
1.000000, u1145
1.000000, u1146
1.000000, u1147
1.000000, u1151
1.000000, u1152
1.000000, u1153
1.000000, u1154
1.000000, u1155
1.000000, u1156
1.000000, u1157
1.000000, u1158
1.000000, u1159
1.000000, u1160
1.000000, u1161
1.000000, u1162
1.000000, u1163
1.000000, u1164
1.000000, u1165
1.000000, u1166
1.000000, u1167
1.000000, u1168
1.000000, u1172
1.000000, u1173
1.000000, u1174
1.000000, u1175
1.000000, u1176
1.000000, u1177
1.000000, u1178
1.000000, u1179
1.000000, u1180
1.000000, u1181
1.000000, u1182
1.000000, u1183
1.000000, u1184
1.000000, u1185
1.000000, u1186
1.000000, u1187
1.000000, u1188
1.000000, u1189
1.000000, u1193
1.000000, u1194
1.000000, u1195
1.000000, u1196
1.000000, u1197
1.000000, u1198
1.000000, u1199
1.000000, u1200
1.000000, u1201
1.000000, u1202
1.000000, u1203
1.000000, u1204
1.000000, u1205
1.000000, u1206
1.000000, u1207
1.000000, u1208
1.000000, u1209
1.000000, u1210
1.000000, u1214
1.000000, u1215
1.000000, u1216
1.000000, u1217
1.000000, u1218
1.000000, u1219
1.000000, u1220
1.000000, u1221
1.000000, u1222
1.000000, u1223
1.000000, u1224
1.000000, u1225
1.000000, u1226
1.000000, u1227
1.000000, u1228
1.000000, u1229
1.000000, u1230
1.000000, u1231
1.000000, u1235
1.000000, u1236
1.000000, u1237
1.000000, u1238
1.000000, u1239
1.000000, u1240
1.000000, u1241
1.000000, u1242
1.000000, u1243
1.000000, u1244
1.000000, u1245
1.000000, u1246
1.000000, u1247
1.000000, u1248
1.000000, u1249
1.000000, u1250
1.000000, u1251
1.000000, u1252
1.000000, u1256
1.000000, u1257
1.000000, u1258
1.000000, u1259
1.000000, u1260
1.000000, u1261
1.000000, u1262
1.000000, u1263
1.000000, u1264
1.000000, u1265
1.000000, u1266
1.000000, u1267
1.000000, u1268
1.000000, u1269
1.000000, u1270
1.000000, u1271
1.000000, u1272
1.000000, u1273
1.000000, u1277
1.000000, u1278
1.000000, u1279
1.000000, u1280
1.000000, u1281
1.000000, u1282
1.000000, u1283
1.000000, u1284
1.000000, u1285
1.000000, u1286
1.000000, u1287
1.000000, u1288
1.000000, u1289
1.000000, u1290
1.000000, u1291
1.000000, u1292
1.000000, u1293
1.000000, u1294
1.000000, u1298
1.000000, u1299
1.000000, u1300
1.000000, u1301
1.000000, u1302
1.000000, u1303
1.000000, u1304
1.000000, u1305
1.000000, u1306
1.000000, u1307
1.000000, u1308
1.000000, u1309
1.000000, u1310
1.000000, u1311
1.000000, u1312
1.000000, u1313
1.000000, u1314
1.000000, u1315
1.000000, u1319
1.000000, u1320
1.000000, u1321
1.000000, u1322
1.000000, u1323
1.000000, u1324
1.000000, u1325
1.000000, u1326
1.000000, u1327
1.000000, u1328
1.000000, u1329
1.000000, u1330
1.000000, u1331
1.000000, u1332
1.000000, u1333
1.000000, u1334
1.000000, u1335
1.000000, u1336
1.000000, u1340
1.000000, u1341
1.000000, u1342
1.000000, u1343
1.000000, u1344
1.000000, u1345
1.000000, u1346
1.000000, u1347
1.000000, u1348
1.000000, u1349
1.000000, u1350
1.000000, u1351
1.000000, u1352
1.000000, u1353
1.000000, u1354
1.000000, u1355
1.000000, u1356
1.000000, u1357
1.000000, u1361
1.000000, u1362
1.000000, u1363
1.000000, u1364
1.000000, u1365
1.000000, u1366
1.000000, u1367
1.000000, u1368
1.000000, u1369
1.000000, u1370
1.000000, u1371
1.000000, u1372
1.000000, u1373
1.000000, u1374
1.000000, u1375
1.000000, u1376
1.000000, u1377
1.000000, u1378
1.000000, u1382
1.000000, u1383
1.000000, u1384
1.000000, u1385
1.000000, u1386
1.000000, u1387
1.000000, u1388
1.000000, u1389
1.000000, u1390
1.000000, u1391
1.000000, u1392
1.000000, u1393
1.000000, u1394
1.000000, u1395
1.000000, u1396
1.000000, u1397
1.000000, u1398
1.000000, u1399
1.000000, u1403
1.000000, u1404
1.000000, u1405
1.000000, u1406
1.000000, u1407
1.000000, u1408
1.000000, u1409
1.000000, u1410
1.000000, u1411
1.000000, u1412
1.000000, u1413
1.000000, u1414
1.000000, u1415
1.000000, u1416
1.000000, u1417
1.000000, u1418
1.000000, u1419
1.000000, u1420
1.000000, u1424
1.000000, u1425
1.000000, u1426
1.000000, u1427
1.000000, u1428
1.000000, u1429
1.000000, u1430
1.000000, u1431
1.000000, u1432
1.000000, u1433
1.000000, u1434
1.000000, u1435
1.000000, u1436
1.000000, u1437
1.000000, u1438
1.000000, u1439
1.000000, u1440
1.000000, u1441
1.000000, u1446
1.000000, u1447
1.000000, u1448
1.000000, u1449
1.000000, u1450
1.000000, u1451
1.000000, u1452
1.000000, u1453
1.000000, u1454
1.000000, u1455
1.000000, u1456
1.000000, u1457
1.000000, u1458
1.000000, u1459
1.000000, u1460
1.000000, u1461
1.000000, u1462
1.000000, u1466
1.000000, u1467
1.000000, u1468
1.000000, u1469
1.000000, u1470
1.000000, u1471
1.000000, u1472
1.000000, u1473
1.000000, u1474
1.000000, u1475
1.000000, u1476
1.000000, u1477
1.000000, u1478
1.000000, u1479
1.000000, u1480
1.000000, u1481
1.000000, u1482
1.000000, u1483
1.000000, u1488
1.000000, u1489
1.000000, u1490
1.000000, u1491
1.000000, u1492
1.000000, u1493
1.000000, u1494
1.000000, u1495
1.000000, u1496
1.000000, u1497
1.000000, u1498
1.000000, u1499
1.000000, u1500
1.000000, u1501
1.000000, u1502
1.000000, u1503
1.000000, u1504
1.000000, u1508
1.000000, u1509
1.000000, u1510
1.000000, u1511
1.000000, u1512
1.000000, u1513
1.000000, u1514
1.000000, u1515
1.000000, u1516
1.000000, u1517
1.000000, u1518
1.000000, u1519
1.000000, u1520
1.000000, u1521
1.000000, u1522
1.000000, u1523
1.000000, u1524
1.000000, u1525
1.000000, u1529
1.000000, u1530
1.000000, u1531
1.000000, u1532
1.000000, u1533
1.000000, u1534
1.000000, u1535
1.000000, u1536
1.000000, u1537
1.000000, u1538
1.000000, u1539
1.000000, u1540
1.000000, u1541
1.000000, u1542
1.000000, u1543
1.000000, u1544
1.000000, u1545
1.000000, u1546
1.000000, u1550
1.000000, u1551
1.000000, u1552
1.000000, u1553
1.000000, u1554
1.000000, u1555
1.000000, u1556
1.000000, u1557
1.000000, u1558
1.000000, u1559
1.000000, u1560
1.000000, u1561
1.000000, u1562
1.000000, u1563
1.000000, u1564
1.000000, u1565
1.000000, u1566
1.000000, u1567
1.000000, u1572
1.000000, u1573
1.000000, u1574
1.000000, u1575
1.000000, u1576
1.000000, u1577
1.000000, u1578
1.000000, u1579
1.000000, u1580
1.000000, u1581
1.000000, u1582
1.000000, u1583
1.000000, u1584
1.000000, u1585
1.000000, u1586
1.000000, u1587
1.000000, u1588
1.000000, u1592
1.000000, u1593
1.000000, u1594
1.000000, u1595
1.000000, u1596
1.000000, u1597
1.000000, u1598
1.000000, u1599
1.000000, u1600
1.000000, u1601
1.000000, u1602
1.000000, u1603
1.000000, u1604
1.000000, u1605
1.000000, u1606
1.000000, u1607
1.000000, u1608
1.000000, u1609
1.000000, u1614
1.000000, u1615
1.000000, u1616
1.000000, u1617
1.000000, u1618
1.000000, u1619
1.000000, u1620
1.000000, u1621
1.000000, u1622
1.000000, u1623
1.000000, u1624
1.000000, u1625
1.000000, u1626
1.000000, u1627
1.000000, u1628
1.000000, u1629
1.000000, u1630
1.000000, u1635
1.000000, u1636
1.000000, u1637
1.000000, u1638
1.000000, u1639
1.000000, u1640
1.000000, u1641
1.000000, u1642
1.000000, u1643
1.000000, u1644
1.000000, u1645
